country	year	Life Ladder	GDP per capita	Social support	Healthy life expectancy	Freedom to make life choices	Generosity	Perceptions of corruption	Confidence in government
UKR	2009	5.166	8.920	0.845	61.394	0.460	-0.223	0.962	0.087
UKR	2010	5.058	8.965	0.884	62.348	0.484	-0.171	0.954	0.263
UKR	2011	5.083	9.022	0.859	62.831	0.579	-0.210	0.933	0.236
UKR	2012	5.030	9.027	0.898	62.950	0.564	-0.205	0.896	0.237
UKR	2013	4.711	9.029	0.897	63.142	0.569	-0.199	0.937	0.189
UKR	2014	4.297	9.017	0.877	63.166	0.533	0.102	0.927	0.243
UKR	2015	3.965	8.918	0.909	63.168	0.431	-0.015	0.952	0.084
UKR	2016	4.029	8.945	0.885	63.171	0.503	0.029	0.891	0.126
UKR	2017	4.311	8.968	0.858	63.173	0.599	0.016	0.937	0.111
ARE	2006	6.734	11.392	0.903	66.951	0.898	-0.060	0.203	
ARE	2009	6.866	11.021	0.885	67.461	0.849	-0.008	0.339	
ARE	2010	7.097	10.961	0.912	67.613	0.878	0.030	0.355	
ARE	2011	7.119	10.975	0.881	67.758	0.889	0.045		
ARE	2012	7.218	10.999	0.856	67.898	0.920			
ARE	2013	6.621	11.043	0.864	68.036	0.936			
ARE	2014	6.540	11.069		68.172				
ARE	2015	6.568	11.097	0.824	68.308	0.915	0.176		
ARE	2016	6.831	11.114	0.849	68.445	0.949	0.106		
ARE	2017	7.039	11.122	0.836	68.582	0.962	0.191		
GBR	2005	6.984	10.523	0.979	69.290	0.922		0.398	0.495
GBR	2007	6.802	10.555	0.970	69.640	0.838	0.326	0.498	0.364
GBR	2008	6.986	10.543	0.954	69.773	0.759	0.321	0.548	0.324
GBR	2009	6.907	10.492	0.964	70.168	0.816	0.331	0.559	0.384
GBR	2010	7.029	10.501	0.955	70.476	0.841	0.393	0.587	0.504
GBR	2011	6.869	10.508	0.949	70.957	0.900	0.326	0.438	0.468
GBR	2012	6.881	10.516	0.935	70.917	0.889	0.361	0.425	0.421
GBR	2013	6.918	10.529	0.937	71.004	0.905	0.336	0.568	0.379
GBR	2014	6.758	10.552	0.910	71.267	0.857	0.344	0.484	0.423
GBR	2015	6.515	10.567	0.936	71.530	0.833	0.290	0.456	0.457
GBR	2016	6.824	10.577	0.954	71.793	0.821	0.240	0.458	0.409
GBR	2017	7.103	10.585	0.937	72.056	0.813	0.281	0.419	0.440
USA	2006	7.182	10.832	0.965	68.837	0.911		0.600	0.558
USA	2007	7.513	10.840		69.103	0.872	0.181	0.633	0.393
USA	2008	7.280	10.827	0.953	69.149	0.878	0.239	0.668	0.379
USA	2009	7.158	10.791	0.912	69.460	0.831	0.185	0.665	0.503
USA	2010	7.164	10.807	0.926	69.594	0.828	0.229	0.690	0.418
USA	2011	7.115	10.816	0.922	69.682	0.863	0.145	0.697	0.383
USA	2012	7.026	10.830	0.903	69.771	0.823	0.199	0.710	0.349
USA	2013	7.249	10.840	0.925	69.771	0.792	0.258	0.747	0.289
USA	2014	7.151	10.856	0.902	69.771	0.866	0.206	0.702	0.349
USA	2015	6.864	10.877	0.904	69.771	0.849	0.204	0.698	0.347
USA	2016	6.804	10.884	0.897	69.771	0.758	0.128	0.739	0.297
USA	2017	6.992	10.900	0.921	69.771	0.868	0.182	0.681	0.387
URY	2006	5.786	9.509	0.912	66.937	0.807	-0.125	0.477	0.652
URY	2007	5.694	9.570	0.875	67.074	0.786	-0.177	0.614	0.610
URY	2008	5.664	9.636	0.879	67.207	0.808	-0.156	0.597	0.591
URY	2009	6.296	9.674	0.924	67.338	0.825	-0.131	0.544	0.656
URY	2010	6.062	9.746	0.893	67.467	0.832	-0.171	0.471	0.729
URY	2011	6.554	9.793	0.891	67.596	0.851	-0.094	0.556	0.631
URY	2012	6.450	9.824	0.865	67.725	0.871	0.053	0.615	0.584
URY	2013	6.444	9.866	0.917	67.854	0.888	-0.057	0.586	0.524
URY	2014	6.561	9.895	0.902	67.984	0.904	-0.087	0.533	0.595
URY	2015	6.628	9.895	0.891	68.116	0.917	-0.046	0.673	0.551
URY	2016	6.171	9.906	0.900	68.248	0.886	-0.086	0.676	0.423
URY	2017	6.336	9.918	0.914	68.380	0.898	-0.105	0.627	0.413
UZB	2006	5.232	8.087	0.903	60.675	0.784	-0.114	0.609	0.891
UZB	2008	5.311	8.238	0.894	61.253	0.831	-0.023		
UZB	2009	5.261	8.299	0.905	61.558		0.013	0.610	
UZB	2010	5.095	8.352	0.903	61.856		-0.031	0.519	
UZB	2011	5.739	8.405	0.924	62.135	0.934	0.041	0.522	
UZB	2012	6.019	8.469	0.933	62.382	0.914	-0.040	0.463	
UZB	2013	5.940	8.531	0.963	62.592	0.950	-0.037	0.434	
UZB	2014	6.049	8.589	0.952	62.762	0.954	0.058	0.536	
UZB	2015	5.972	8.648	0.968	62.897	0.980	0.370	0.471	0.974
UZB	2016	5.893	8.706	0.945	63.032	0.984	0.202		0.978
UZB	2017	6.421	8.763	0.942	63.166	0.985	0.114	0.465	0.965
VEN	2005	7.170	9.612	0.955	63.572	0.838		0.720	0.491
VEN	2006	6.525	9.690	0.946	63.657	0.798	-0.063	0.646	0.631
VEN	2008	6.258	9.792	0.922	63.810	0.678	-0.248	0.776	0.531
VEN	2009	7.189	9.744	0.945	63.891	0.677	-0.147	0.828	0.487
VEN	2010	7.478	9.714	0.932	63.981	0.768	-0.170	0.754	0.589
VEN	2011	6.580	9.740	0.931	64.084	0.766	-0.236	0.772	0.518
VEN	2012	7.067	9.780	0.932	64.199	0.804	-0.206	0.743	0.539
VEN	2013	6.553	9.779	0.896	64.324	0.642	-0.239	0.837	0.388
VEN	2014	6.136	9.726	0.904	64.460	0.570	-0.227	0.827	0.203
VEN	2015	5.569	9.655	0.911	64.603	0.512	-0.179	0.813	0.213
VEN	2016	4.041	9.534	0.902	64.747	0.458	-0.207	0.890	0.164
VNM	2006	5.294	8.213	0.888	64.531	0.886	0.017		0.860
VNM	2007	5.422	8.271	0.856	64.676	0.918	0.091	0.754	0.906
VNM	2008	5.480	8.315	0.805	64.818	0.889	0.202	0.789	0.866
VNM	2009	5.304	8.357	0.815	64.961	0.834	-0.060	0.838	0.863
VNM	2010	5.296	8.409	0.787	65.106	0.831	-0.005	0.743	0.850
VNM	2011	5.767	8.459	0.898	65.256	0.818	0.106	0.742	0.772
VNM	2012	5.535	8.499	0.775	65.411	0.856	-0.110	0.815	0.856
VNM	2013	5.023	8.541	0.759	65.570	0.920	-0.027	0.771	0.812
VNM	2014	5.085	8.589	0.792	65.735		0.000		
VNM	2015	5.076	8.642	0.849	65.906		0.085		
VNM	2016	5.062	8.692	0.876	66.076	0.894	-0.090	0.799	
VNM	2017	5.175	8.743		66.246				
YEM	2007	4.477	8.341	0.825	52.773	0.673	-0.005		0.465
YEM	2009	4.809	8.360	0.756	53.325	0.644	-0.066	0.832	0.552
YEM	2010	4.350	8.407	0.727	53.577	0.659	-0.109	0.853	0.520
YEM	2011	3.746	8.244	0.663	53.811	0.638	-0.174	0.754	0.387
YEM	2012	4.061	8.241	0.682	54.028	0.706	-0.178	0.793	0.598
YEM	2013	4.218	8.262	0.694	54.234	0.543	-0.187	0.885	0.388
YEM	2014	3.968	8.234	0.638	54.428	0.664	-0.172	0.885	0.345
YEM	2015	2.983	7.879	0.669	54.612	0.610	-0.145	0.829	0.263
YEM	2016	3.826	7.752	0.775	54.797	0.533	-0.157		0.268
YEM	2017	3.254		0.790	54.981	0.595			0.248
ZMB	2006	4.824	7.866	0.798	43.732	0.721	-0.014	0.785	0.527
ZMB	2007	3.998	7.919	0.688	44.920	0.682	-0.075	0.948	0.404
ZMB	2008	4.730	7.966	0.624	46.153	0.717	0.047	0.890	0.557
ZMB	2009	5.260	8.026	0.782	47.394	0.696	-0.105	0.917	0.413
ZMB	2011	4.999	8.120	0.864	49.695	0.663	-0.007	0.882	0.398
ZMB	2012	5.013	8.163	0.780	50.674	0.788	-0.002	0.806	0.594
ZMB	2013	5.244	8.182	0.761	51.510	0.770	-0.114	0.732	0.553
ZMB	2014	4.346	8.198	0.706	52.194	0.812	-0.021	0.809	0.606
ZMB	2015	4.843	8.196	0.691	52.731	0.759	-0.049	0.871	0.631
ZMB	2016	4.348	8.202	0.767	53.267	0.812	0.112	0.771	0.697
ZMB	2017	3.933	8.212	0.744	53.804	0.823	0.130	0.740	0.717
ZWE	2006	3.826	7.367	0.822	39.088	0.431	-0.053	0.905	0.317
ZWE	2007	3.280	7.314	0.828	40.244	0.456	-0.058	0.946	0.226
ZWE	2008	3.174	7.103	0.843	41.607	0.344	-0.064	0.964	0.182
ZWE	2009	4.056	7.198	0.806	43.111	0.411	-0.052	0.931	0.285
ZWE	2010	4.682	7.296	0.857	44.673	0.665	-0.063	0.828	0.471
ZWE	2011	4.846	7.419	0.865	46.210	0.633	-0.059	0.830	0.426
ZWE	2012	4.955	7.534	0.896	47.655	0.470	-0.073	0.859	0.407
ZWE	2013	4.690	7.565	0.799	48.950	0.576	-0.077	0.831	0.528
ZWE	2014	4.184	7.563	0.766	50.051	0.642	-0.046	0.820	0.566
ZWE	2015	3.703	7.556	0.736	50.926	0.667	-0.095	0.810	0.590
ZWE	2016	3.735	7.539	0.768	51.800	0.733	-0.065	0.724	0.699
ZWE	2017	3.638	7.538	0.754	52.674	0.753	-0.066	0.751	0.683
